game_id,season,week,game_date,game_time_eastern,home_team_abbr,visitor_team_abbr,play_id,play_description,quarter,game_clock,down,yards_to_go,possession_team,defensive_team,yardline_side,yardline_number,pre_snap_home_score,pre_snap_visitor_score,play_nullified_by_penalty,pass_result,pass_length,offense_formation,receiver_alignment,route_of_targeted_receiver,play_action,dropback_type,dropback_distance,pass_location_type,defenders_in_the_box,team_coverage_man_zone,team_coverage_type,penalty_yards,pre_penalty_yards_gained,yards_gained,expected_points,expected_points_added,pre_snap_home_team_win_probability,pre_snap_visitor_team_win_probability,home_team_win_probability_added,visitor_team_win_probility_added
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,1666,(3:34) M.Stafford pass short right to B.Hopkins to SEA 41 for 21 yards (D.Bush).,2,03:34,1,10,LA,SEA,LA,38,13,7,N,C,10,SINGLEBACK,2x2,CROSS,True,DESIGNED_ROLLOUT_RIGHT,4.71000003814697,OUTSIDE_RIGHT,8,ZONE_COVERAGE,COVER_3_ZONE,,21,21,1.67233235749882,1.30345080269035,0.721055898815393,0.278944101184607,-0.040435466915369,0.040435466915369
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2263,(12:50) (Shotgun) M.Stafford pass short middle to P.Nacua to LA 46 for 11 yards (B.Wagner; J.Brooks).,3,12:50,2,10,LA,SEA,LA,35,13,7,N,C,4,SHOTGUN,2x2,HITCH,False,TRADITIONAL,3.35999989509583,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,11,11,1.38410284090787,1.45137663325295,0.743094697594643,0.256905302405357,-0.0470667704939842,0.0470667704939842
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2725,(2:48) (Shotgun) M.Stafford pass incomplete deep right to K.Williams.,3,02:48,3,6,LA,SEA,SEA,20,13,14,N,I,16,SHOTGUN,2x2,WHEEL,False,TRADITIONAL,2.73000001907349,INSIDE_BOX,4,ZONE_COVERAGE,COVER_3_ZONE,,0,0,3.81862486351747,-1.24270644097123,0.345062807202339,0.654937192797661,0.0579134337604046,-0.0579134337604046
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,3663,(5:07) (Shotgun) M.Stafford pass incomplete deep left to P.Nacua.,4,05:07,3,5,LA,SEA,SEA,35,13,24,N,I,33,SHOTGUN,2x2,GO,False,TRADITIONAL,3.33999991416931,INSIDE_BOX,4,ZONE_COVERAGE,COVER_3_ZONE,,0,0,2.76102120045107,-1.31403543159831,0.0180107736960053,0.981989226303995,0.0077006509527564,-0.0077006509527564
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2034,(:16) (Shotgun) M.Stafford pass short middle to P.Nacua to SEA 40 for 20 yards (T.Brown; B.Wagner).,2,00:16,1,10,LA,SEA,LA,40,13,7,N,C,14,SHOTGUN,2x2,IN,False,TRADITIONAL,4.07999992370605,INSIDE_BOX,4,ZONE_COVERAGE,COVER_3_ZONE,,20,20,0.809775660396554,0.726155176991597,0.741505168378353,0.258494831621647,-0.0131261348724365,0.0131261348724365
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2310,(11:21) (Shotgun) M.Stafford pass short middle to V.Jefferson to LA 48 for 8 yards (T.Brown).,3,11:21,2,16,LA,SEA,LA,40,13,7,N,C,6,EMPTY,3x2,IN,False,TRADITIONAL,3.10999989509583,INSIDE_BOX,4,MAN_COVERAGE,COVER_2_MAN,,8,8,1.48826571390964,-0.0612235616426915,0.738697111606598,0.261302888393402,0.0110603049397469,-0.0110603049397469
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2656,(4:55) (Shotgun) M.Stafford pass deep left to T.Higbee to SEA 24 for 30 yards (J.Love).,3,04:55,2,8,LA,SEA,LA,46,13,14,N,C,19,SHOTGUN,2x2,GO,False,TRADITIONAL,2.80999994277954,INSIDE_BOX,5,ZONE_COVERAGE,COVER_3_ZONE,,30,30,2.10747385513969,2.46828317991458,0.418675981462002,0.581324018537998,-0.0878529474139214,0.0878529474139214
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,3140,(12:38) (No Huddle) M.Stafford pass short left to T.Atwell ran ob at SEA 12 for 14 yards (J.Love).,4,12:38,2,5,LA,SEA,SEA,26,13,17,N,C,8,SINGLEBACK,3x1,CROSS,True,DESIGNED_ROLLOUT_LEFT,6.46999979019165,OUTSIDE_LEFT,6,ZONE_COVERAGE,COVER_4_ZONE,,14,14,4.06446755141951,0.981693546054885,0.196431174874306,0.803568825125694,-0.0382581204175949,0.0382581204175949
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2543,(7:53) M.Stafford pass short right to T.Atwell pushed ob at LA 34 for 14 yards (J.Brooks).,3,07:53,1,10,LA,SEA,LA,20,13,14,N,C,-1,SINGLEBACK,2x2,CROSS,True,DESIGNED_ROLLOUT_RIGHT,6.73999977111816,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,14,14,0.986164444126189,0.939665359212086,0.476335309445858,0.523664690554142,-0.0386499129235744,0.0386499129235744
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,1641,(4:12) (Shotgun) M.Stafford pass short middle to P.Nacua to LA 38 for 13 yards (B.Wagner).,2,04:12,2,10,LA,SEA,LA,25,13,7,N,C,11,SHOTGUN,2x2,HITCH,False,TRADITIONAL,3.19000005722046,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,13,13,0.536431498592719,1.1359008589061,0.748036101460457,0.251963898539543,-0.0269802026450634,0.0269802026450634
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,3298,(9:54) M.Stafford pass incomplete short right to B.Skowronek (J.Love).,4,09:54,3,1,LA,SEA,SEA,1,13,17,N,I,-1,JUMBO,2x2,CROSS,True,DESIGNED_ROLLOUT_RIGHT,7.15999984741211,OUTSIDE_RIGHT,9,MAN_COVERAGE,COVER_0_MAN,,0,0,5.78288539702771,-1.27854478225345,0.133056536316872,0.866943463683128,0.0169555135071278,-0.0169555135071278
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,2189,(12:32) (No Huddle) M.Stafford pass short right to T.Higbee to LA 46 for 3 yards (C.Ward). LA-J.Noteboom was injured during the play.,3,12:32,1,10,LA,SF,LA,43,17,17,N,C,2,SINGLEBACK,2x2,FLAT,False,TRADITIONAL,3.25999999046326,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,3,3,2.59046398452483,-0.225392888532951,0.334497448056936,0.665502551943064,-0.0035762041807174,0.0035762041807174
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,1524,(4:22) M.Stafford pass deep left to T.Atwell to SF 36 for 18 yards (D.Lenoir).,2,04:22,1,10,LA,SF,LA,46,10,10,N,C,18,SINGLEBACK,2x2,CORNER,True,TRADITIONAL,6.46999979019165,INSIDE_BOX,6,ZONE_COVERAGE,COVER_6_ZONE,,18,18,2.11321937525645,1.131810004008,0.297247692942619,0.702752307057381,0.0307668931782246,-0.0307668931782246
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,1028,(12:54) (Shotgun) M.Stafford pass short left to P.Nacua pushed ob at SF 34 for 20 yards (D.Lenoir).,2,12:54,3,4,LA,SF,LA,46,3,10,N,C,2,SHOTGUN,2x2,CROSS,False,TRADITIONAL,3.86999988555908,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,20,20,1.54842129116878,2.33171217620838,0.149366568773985,0.850633431226015,0.027764642611146,-0.027764642611146
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,4397,"(:19) (No Huddle, Shotgun) M.Stafford pass short right to P.Nacua to SF 20 for 17 yards (F.Warner, T.Hufanga).",4,00:19,3,2,LA,SF,SF,37,20,30,N,C,9,SHOTGUN,2x2,IN,False,TRADITIONAL,2.3199999332428,INSIDE_BOX,4,ZONE_COVERAGE,COVER_3_ZONE,,17,17,1.79473157424945,0.387157839781139,0.0065123625099659,0.993487637490034,0.0070576230064034,-0.0070576230064034
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,3182,(11:28) (Shotgun) M.Stafford pass short right to P.Nacua to LA 37 for 12 yards (T.Hufanga; T.Gipson).,4,11:28,1,10,LA,SF,LA,25,17,27,N,C,8,SHOTGUN,2x2,SLANT,False,TRADITIONAL,1.53999996185303,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,12,12,1.57180726248771,0.561866017058492,0.089512811973691,0.910487188026309,0.0003244075924158,-0.0003244075924158
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,1581,(3:46) (Shotgun) M.Stafford pass short left to P.Nacua to SF 23 for 13 yards (T.Hufanga).,2,03:46,2,10,LA,SF,SF,36,10,10,N,C,13,SHOTGUN,3x1,HITCH,False,TRADITIONAL,3.3199999332428,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,13,13,2.83862405770924,1.28729197435314,0.317823067307472,0.682176932692528,0.0390031412243843,-0.0390031412243843
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,1462,(5:33) (Shotgun) M.Stafford pass short left to T.Atwell to LA 36 for 11 yards (D.Lenoir).,2,05:33,2,10,LA,SF,LA,25,10,10,N,C,10,SHOTGUN,3x1,HITCH,False,TRADITIONAL,4.21999979019165,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,11,11,0.628050132654607,1.11326853011269,0.269548799842596,0.730451200157404,0.0311100780963898,-0.0311100780963898
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,4317,(:54) (Shotgun) M.Stafford pass short left to T.Atwell to SF 45 for 6 yards (F.Warner).,4,00:54,3,1,LA,SF,LA,49,20,30,N,C,6,SHOTGUN,2x2,HITCH,False,TRADITIONAL,3.21000003814697,INSIDE_BOX,5,ZONE_COVERAGE,COVER_3_ZONE,,6,6,1.595718930359,0.53641562309349,0.005372567102313,0.994627432897687,0.0003619436174631,-0.0003619436174631
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,2534,(6:43) (Shotgun) M.Stafford pass short left to P.Nacua to SF 36 for 14 yards (D.Lenoir).,3,06:43,2,8,LA,SF,,50,17,17,N,C,8,SHOTGUN,2x2,HITCH,False,TRADITIONAL,3.09999990463257,INSIDE_BOX,5,ZONE_COVERAGE,COVER_3_ZONE,,14,14,2.56174418097362,1.23167533287778,0.418575778603554,0.581424221396446,0.0313989408314228,-0.0313989408314228
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,3503,(7:25) (Shotgun) M.Stafford pass incomplete short middle to V.Jefferson (F.Warner).,4,07:25,3,21,LA,SF,SF,30,17,27,N,I,10,SHOTGUN,3x1,HITCH,False,TRADITIONAL,3.98000001907349,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,0,0,2.26107756886631,-0.613761706743389,0.0896201059222221,0.910379894077778,-0.0145726576447487,0.0145726576447487
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,3390,(8:35) (Shotgun) M.Stafford pass short right to T.Higbee pushed ob at SF 27 for 3 yards (C.Ward).,4,08:35,2,4,LA,SF,SF,30,17,27,N,C,2,SHOTGUN,2x2,FLAT,False,TRADITIONAL,2.08999991416931,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,3,3,4.03617644356564,-0.153463968075812,0.116185564547777,0.883814435452223,0.0046700127422809,-0.0046700127422809
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,975,(13:32) (Shotgun) M.Stafford pass incomplete short middle to P.Nacua (C.Ward).,2,13:32,1,10,LA,SF,LA,40,3,10,N,I,7,SHOTGUN,2x2,IN,False,TRADITIONAL,2.5,INSIDE_BOX,7,MAN_COVERAGE,COVER_1_MAN,,0,0,2.25951045157854,-0.578305772389285,0.156687516719103,0.843312483280897,-0.005152890458703,0.005152890458703
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,1058,(12:16) (Shotgun) M.Stafford pass short right to K.Williams to SF 24 for 10 yards (D.Greenlaw).,2,12:16,1,10,LA,SF,SF,34,3,10,N,C,1,SHOTGUN,2x2,OUT,False,TRADITIONAL,3.74000000953674,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,10,10,3.88013346737716,0.681125945993699,0.177131211385131,0.822868788614869,0.0096616018563509,-0.0096616018563509
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,2085,"(14:54) (Shotgun) M.Stafford pass short right to P.Nacua to LA 28 for 7 yards (I.Oliver, C.Ward).",3,14:54,1,10,LA,SF,LA,21,17,17,N,C,6,SHOTGUN,2x2,HITCH,False,TRADITIONAL,1.53999996185303,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,7,7,0.956337857991457,0.43883275706321,0.288890037685633,0.711109962314367,0.0185695812106133,-0.0185695812106133
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,2854,(1:21) M.Stafford pass incomplete deep left to T.Atwell [N.Bosa].,3,01:21,1,10,LA,SF,LA,25,17,20,N,I,25,SINGLEBACK,2x2,OUT,True,TRADITIONAL,8.0,INSIDE_BOX,7,ZONE_COVERAGE,COVER_3_ZONE,,0,0,1.4869845630601,-0.632141606882215,0.282134894281626,0.717865105718374,-0.0138799771666527,0.0138799771666527
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,2440,(8:45) M.Stafford pass short right to T.Atwell pushed ob at LA 33 for 5 yards (C.Ward).,3,08:45,1,10,LA,SF,LA,28,17,17,N,C,4,SINGLEBACK,2x2,CROSS,True,DESIGNED_ROLLOUT_RIGHT,6.92999982833862,OUTSIDE_RIGHT,6,ZONE_COVERAGE,COVER_2_ZONE,,5,5,1.53396922396496,0.0295147844590247,0.370967179536819,0.629032820463181,0.0002518594264984,-0.0002518594264984
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,4212,(1:30) (Shotgun) M.Stafford pass short right to P.Nacua pushed ob at LA 35 for 5 yards (C.Ward).,4,01:30,2,10,LA,SF,LA,30,20,30,N,C,4,SHOTGUN,2x2,OUT,False,TRADITIONAL,2.15000009536743,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,5,5,0.914240577956662,-0.23930424253922,0.0056275064125657,0.994372493587434,-0.0011147962650284,0.0011147962650284
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,3207,(11:02) (Shotgun) M.Stafford pass short right to P.Nacua to LA 45 for 8 yards (D.Greenlaw).,4,11:02,1,10,LA,SF,LA,37,17,27,N,C,5,SHOTGUN,2x2,HITCH,False,TRADITIONAL,1.98000001907349,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,8,8,2.1336732795462,0.636995348148048,0.0898372195661068,0.910162780433893,0.0092094503343105,-0.0092094503343105
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,1403,"(6:22) (Shotgun) M.Stafford pass short right to P.Nacua to LA 25 for 8 yards (C.Ward, D.Greenlaw).",2,06:22,2,5,LA,SF,LA,17,10,10,N,C,5,SHOTGUN,2x2,SLANT,False,TRADITIONAL,1.51999998092651,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,8,8,0.56270735966973,0.609404447954148,0.26954934373498,0.73045065626502,0.0102222077548504,-0.0102222077548504
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,2617,(4:44) (Shotgun) M.Stafford pass short middle to R.Rivers to SF 31 for 4 yards (A.Armstead).,3,04:44,1,20,LA,SF,SF,35,17,17,N,C,-1,SHOTGUN,2x2,ANGLE,False,TRADITIONAL,3.03999996185303,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,4,4,3.36929947859608,-0.119365340797231,0.445927679538727,0.554072320461273,3.80575656890869e-05,-3.80575656890869e-05
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,386,(7:43) (Shotgun) M.Stafford pass short left to P.Nacua pushed ob at LA 34 for 6 yards (A.Thomas).,1,07:43,2,7,LA,SF,LA,28,0,7,N,C,5,SHOTGUN,2x1,HITCH,False,TRADITIONAL,1.47000002861023,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,6,6,1.18499730154872,0.757903421996161,0.137251084670424,0.862748915329576,0.0064436569809913,-0.0064436569809913
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,4189,(1:34) (Shotgun) M.Stafford pass incomplete short right to T.Higbee (D.Greenlaw).,4,01:34,1,10,LA,SF,LA,30,20,30,N,I,5,SHOTGUN,2x2,HITCH,False,TRADITIONAL,3.09999990463257,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,0,0,1.21236779005267,-0.298127212096006,0.007333694724366,0.992666305275634,-0.0017061883118003,0.0017061883118003
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,2244,(11:12) (Shotgun) M.Stafford pass short left to K.Williams to SF 49 for 3 yards (I.Oliver).,3,11:12,3,5,LA,SF,LA,48,17,17,N,C,2,SHOTGUN,2x2,OUT,False,TRADITIONAL,3.63000011444092,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,3,3,1.69672013772652,-1.49622927303426,0.370845679193735,0.629154320806265,-0.0620155744254589,0.0620155744254589
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,4342,(:49) (Shotgun) M.Stafford pass incomplete deep left to V.Jefferson.,4,00:49,1,10,LA,SF,SF,45,20,30,N,I,45,EMPTY,3x2,POST,False,TRADITIONAL,5.76999998092651,INSIDE_BOX,5,ZONE_COVERAGE,COVER_4_ZONE,,0,0,2.13213455345249,-0.244086401246022,0.0057345107197761,0.994265489280224,0.0001538947690278,-0.0001538947690278
2023091709,2023,2,09/17/2023,16:05:00,LA,SF,583,(3:22) (Shotgun) M.Stafford pass incomplete short right to K.Williams.,1,03:22,1,20,LA,SF,SF,37,0,7,N,I,3,SHOTGUN,3x1,ANGLE,False,TRADITIONAL,3.39000010490417,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,0,0,3.21895494509954,-0.722493595909327,0.160206096246839,0.839793903753161,-0.0079419631510973,0.0079419631510973
