game_id,play_id,time_s,speed_yards_per_s
2023091012,1392,0.4,1.74
2023091012,1392,0.5,2.33
2023091012,1392,0.6,2.98
2023091012,1392,0.7,3.51
2023091012,1392,0.8,4.02
2023091012,1392,0.9,4.5
2023091012,1392,1.0,4.89
2023091012,1392,1.1,5.2
2023091012,1392,1.2,5.41
2023091012,1392,1.3,5.55
2023091012,1392,1.4,5.55
2023091012,1392,1.5,5.43
2023091012,1392,1.6,5.19
2023091012,1666,0.0,0.66
2023091012,1666,0.1,0.89
2023091012,1666,0.2,1.32
2023091012,1666,0.3,1.57
2023091012,1666,0.4,1.99
2023091012,1666,0.5,2.44
2023091012,1666,0.6,2.92
2023091012,1666,0.7,3.5
2023091012,1666,0.8,3.89
2023091012,1666,0.9,4.27
2023091012,1666,1.0,4.64
2023091012,1666,1.1,4.86
2023091012,1666,1.2,4.92
2023091012,1666,1.3,4.95
2023091012,1666,1.4,4.72
2023091012,1666,1.5,4.51
2023091012,1666,1.6,4.04
2023091012,1666,1.7,3.56
2023091012,1666,1.8,3.02
2023091012,1666,1.9,2.46
2023091012,1666,2.0,2.06
2023091012,1666,2.1,1.78
2023091012,1666,2.2,1.52
2023091012,1666,2.3,1.39
2023091012,1666,2.4,1.32
2023091012,1666,2.5,1.2
2023091012,1666,2.6,1.04
2023091012,1666,2.7,0.98
2023091012,1666,2.8,0.98
2023091012,1666,2.9,1.03
2023091012,1666,3.0,1.05
2023091012,1666,3.1,1.22
2023091012,1666,3.2,1.27
2023091012,1979,0.0,0.07
2023091012,1979,0.1,0.06
2023091012,1979,0.2,0.07
2023091012,1979,0.3,0.09
2023091012,1979,0.4,0.13
2023091012,1979,0.5,0.29
2023091012,1979,0.6,0.7
2023091012,1979,0.7,1.19
2023091012,1979,0.8,1.71
2023091012,1979,0.9,2.25
2023091012,1979,1.0,2.85
2023091012,1979,1.1,3.44
2023091012,1979,1.2,3.93
2023091012,1979,1.3,4.38
2023091012,1979,1.4,4.82
2023091012,1979,1.5,5.13
2023091012,1979,1.6,5.4
2023091012,1979,1.7,5.7
2023091012,1979,1.8,5.93
2023091012,1979,1.9,6.17
2023091012,1979,2.0,6.37
2023091012,2034,0.0,0.28
2023091012,2034,0.1,0.23
2023091012,2034,0.2,0.34
2023091012,2034,0.3,0.52
2023091012,2034,0.4,0.84
2023091012,2034,0.5,1.18
2023091012,2034,0.6,1.59
2023091012,2034,0.7,2.03
2023091012,2034,0.8,2.51
2023091012,2034,0.9,3.0
2023091012,2034,1.0,3.33
2023091012,2034,1.1,3.65
2023091012,2034,1.2,3.94
2023091012,2034,1.3,4.2
2023091012,2034,1.4,4.34
2023091012,2034,1.5,4.47
2023091012,2034,1.6,4.53
2023091012,2034,1.7,4.6
2023091012,2034,1.8,4.82
2023091012,2034,1.9,4.93
2023091012,2034,2.0,5.02
2023091012,2034,2.1,5.22
2023091012,2034,2.2,5.43
2023091012,2034,2.3,5.56
2023091012,2034,2.4,5.71
2023091012,2034,2.5,5.8
2023091012,2034,2.6,5.92
2023091012,2034,2.7,6.08
2023091012,2034,2.8,6.08
2023091012,2034,2.9,6.0
2023091012,2215,0.0,0.45
2023091012,2215,0.1,0.61
2023091012,2215,0.2,0.88
2023091012,2215,0.3,1.17
2023091012,2215,0.4,1.44
2023091012,2215,0.5,1.79
2023091012,2215,0.6,2.28
2023091012,2215,0.7,2.74
2023091012,2215,0.8,3.15
2023091012,2215,0.9,3.56
2023091012,2215,1.0,3.94
2023091012,2215,1.1,4.38
2023091012,2215,1.2,4.67
2023091012,2215,1.3,5.01
2023091012,2215,1.4,5.34
2023091012,2215,1.5,5.58
2023091012,2215,1.6,5.79
2023091012,2215,1.7,5.95
2023091012,2215,1.8,6.13
2023091012,2215,1.9,6.19
2023091012,2215,2.0,6.35
2023091012,2215,2.1,6.42
2023091012,2240,0.0,0.19
2023091012,2240,0.1,0.38
2023091012,2240,0.2,0.81
2023091012,2240,0.3,1.01
2023091012,2240,0.4,1.52
2023091012,2240,0.5,1.97
2023091012,2240,0.6,2.56
2023091012,2240,0.7,3.0
2023091012,2240,0.8,3.42
2023091012,2240,0.9,3.76
2023091012,2240,1.0,4.05
2023091012,2240,1.1,4.2
2023091012,2240,1.2,4.28
2023091012,2240,1.3,4.3
2023091012,2240,1.4,4.26
2023091012,2240,1.5,4.18
2023091012,2240,1.6,4.04
2023091012,2240,1.7,3.53
2023091012,2240,1.8,3.07
2023091012,2240,1.9,2.75
2023091012,2240,2.0,2.46
2023091012,2240,2.1,2.31
2023091012,2240,2.2,2.32
2023091012,2240,2.3,2.35
2023091012,2240,2.4,2.41
2023091012,2240,2.5,2.63
2023091012,2240,2.6,2.64
2023091012,2240,2.7,2.7
2023091012,2240,2.8,2.73
2023091012,2240,2.9,2.75
2023091012,2240,3.0,2.8
2023091012,2240,3.1,2.87
2023091012,2240,3.2,2.91
2023091012,2240,3.3,2.97
2023091012,2240,3.4,3.08
2023091012,2240,3.5,3.19
2023091012,2240,3.6,3.35
2023091012,2240,3.7,3.51
2023091012,2240,3.8,3.65
2023091012,2240,3.9,3.7
2023091012,2240,4.0,3.76
2023091012,2263,0.0,4.0
2023091012,2263,0.1,4.35
2023091012,2263,0.2,4.63
2023091012,2263,0.3,4.96
2023091012,2263,0.4,5.33
2023091012,2263,0.5,5.69
2023091012,2263,0.6,5.95
2023091012,2263,0.7,6.23
2023091012,2263,0.8,6.53
2023091012,2263,0.9,6.75
2023091012,2263,1.0,6.9
2023091012,2263,1.1,7.05
2023091012,2263,1.2,7.11
2023091012,2263,1.3,7.17
2023091012,2263,1.4,7.14
2023091012,2263,1.5,7.15
2023091012,2263,1.6,7.12
2023091012,2263,1.7,7.15
2023091012,2263,1.8,7.17
2023091012,2263,1.9,7.19
2023091012,2263,2.0,7.17
2023091012,2263,2.1,7.1
2023091012,2263,2.2,7.02
2023091012,2263,2.3,6.94
2023091012,2263,2.4,6.82
2023091012,2263,2.5,6.62
2023091012,2263,2.6,6.43
2023091012,2263,2.7,6.18
2023091012,2310,0.0,0.36
2023091012,2310,0.1,0.7
2023091012,2310,0.2,1.0
2023091012,2310,0.3,1.32
2023091012,2310,0.4,1.51
2023091012,2310,0.5,2.09
2023091012,2310,0.6,2.55
2023091012,2310,0.7,3.16
2023091012,2310,0.8,3.55
2023091012,2310,0.9,4.01
2023091012,2310,1.0,4.38
2023091012,2310,1.1,4.71
2023091012,2310,1.2,4.84
2023091012,2310,1.3,4.81
2023091012,2310,1.4,4.69
2023091012,2310,1.5,4.25
2023091012,2310,1.6,3.88
2023091012,2310,1.7,3.41
2023091012,2310,1.8,2.87
2023091012,2310,1.9,2.41
2023091012,2310,2.0,1.89
2023091012,2310,2.1,1.49
2023091012,2310,2.2,1.22
2023091012,2310,2.3,1.06
2023091012,2310,2.4,0.95
2023091012,2656,0.0,0.21
2023091012,2656,0.1,0.24
2023091012,2656,0.2,0.34
2023091012,2656,0.3,0.54
2023091012,2656,0.4,1.12
2023091012,2656,0.5,1.68
2023091012,2656,0.6,2.11
2023091012,2656,0.7,2.6
2023091012,2656,0.8,3.1
2023091012,2656,0.9,3.51
2023091012,2656,1.0,3.87
2023091012,2656,1.1,4.27
2023091012,2656,1.2,4.63
2023091012,2656,1.3,4.96
2023091012,2656,1.4,5.31
2023091012,2656,1.5,5.55
2023091012,2656,1.6,5.78
2023091012,2656,1.7,5.93
2023091012,2656,1.8,6.15
2023091012,2656,1.9,6.27
2023091012,2656,2.0,6.34
2023091012,2656,2.1,6.39
2023091012,2656,2.2,6.41
2023091012,2656,2.3,6.4
2023091012,2656,2.4,6.35
2023091012,2656,2.5,6.25
2023091012,2656,2.6,6.2
2023091012,2656,2.7,6.13
2023091012,2656,2.8,6.05
2023091012,2725,0.0,0.93
2023091012,2725,0.1,1.16
2023091012,2725,0.2,1.52
2023091012,2725,0.3,2.12
2023091012,2725,0.4,2.68
2023091012,2725,0.5,3.28
2023091012,2725,0.6,3.71
2023091012,2725,0.7,4.19
2023091012,2725,0.8,4.57
2023091012,2725,0.9,4.92
2023091012,2725,1.0,5.13
2023091012,2725,1.1,5.32
2023091012,2725,1.2,5.56
2023091012,2725,1.3,5.75
2023091012,2725,1.4,5.94
2023091012,2725,1.5,6.11
2023091012,2725,1.6,6.23
2023091012,2725,1.7,6.37
2023091012,2725,1.8,6.43
2023091012,2725,1.9,6.53
2023091012,2725,2.0,6.53
2023091012,2725,2.1,6.45
2023091012,2725,2.2,6.3
2023091012,2725,2.3,6.21
2023091012,2725,2.4,6.1
2023091012,2725,2.5,6.03
2023091012,2725,2.6,5.88
2023091012,2725,2.7,5.76
2023091012,2725,2.8,5.57
2023091012,3068,0.0,0.18
2023091012,3068,0.1,0.2
2023091012,3068,0.2,0.24
2023091012,3068,0.3,0.37
2023091012,3068,0.4,0.48
2023091012,3068,0.5,0.66
2023091012,3068,0.6,0.81
2023091012,3068,0.7,1.03
2023091012,3068,0.8,1.39
2023091012,3068,0.9,1.83
2023091012,3068,1.0,2.26
2023091012,3068,1.1,2.72
2023091012,3068,1.2,3.24
2023091012,3068,1.3,3.7
2023091012,3068,1.4,4.17
2023091012,3068,1.5,4.47
2023091012,3068,1.6,4.71
2023091012,3068,1.7,4.91
2023091012,3068,1.8,5.1
2023091012,3068,1.9,5.17
2023091012,3068,2.0,5.22
2023091012,3068,2.1,5.27
2023091012,3068,2.2,5.19
2023091012,3068,2.3,5.23
2023091012,3068,2.4,5.27
2023091012,3068,2.5,5.26
2023091012,3068,2.6,5.34
2023091012,3068,2.7,5.47
2023091012,3068,2.8,5.59
2023091012,3068,2.9,5.79
2023091012,3068,3.0,6.05
2023091012,3068,3.1,6.29
2023091012,3093,0.0,0.34
2023091012,3093,0.1,0.4
2023091012,3093,0.2,0.51
2023091012,3093,0.3,0.63
2023091012,3093,0.4,0.81
2023091012,3093,0.5,1.32
2023091012,3093,0.6,1.71
2023091012,3093,0.7,2.34
2023091012,3093,0.8,2.92
2023091012,3093,0.9,3.31
2023091012,3093,1.0,3.76
2023091012,3093,1.1,4.19
2023091012,3093,1.2,4.57
2023091012,3093,1.3,4.7
2023091012,3093,1.4,4.91
2023091012,3093,1.5,5.1
2023091012,3093,1.6,5.22
2023091012,3093,1.7,5.32
2023091012,3093,1.8,5.37
2023091012,3093,1.9,5.5
2023091012,3093,2.0,5.55
2023091012,3093,2.1,5.53
2023091012,3093,2.2,5.56
2023091012,3093,2.3,5.53
2023091012,3093,2.4,5.72
2023091012,3093,2.5,5.85
2023091012,3093,2.6,5.99
2023091012,3093,2.7,6.04
2023091012,3093,2.8,6.17
2023091012,3093,2.9,6.21
2023091012,3093,3.0,6.34
2023091012,3093,3.1,6.46
2023091012,3093,3.2,6.61
2023091012,3093,3.3,6.67
2023091012,3093,3.4,6.69
2023091012,3093,3.5,6.75
2023091012,3197,0.0,0.79
2023091012,3197,0.1,1.13
2023091012,3197,0.2,1.58
2023091012,3197,0.3,2.05
2023091012,3197,0.4,2.5
2023091012,3197,0.5,2.96
2023091012,3197,0.6,3.3
2023091012,3197,0.7,3.81
2023091012,3197,0.8,4.23
2023091012,3197,0.9,4.62
2023091012,3197,1.0,4.93
2023091012,3197,1.1,5.16
2023091012,3197,1.2,5.52
2023091012,3197,1.3,5.75
2023091012,3197,1.4,5.94
2023091012,3197,1.5,6.12
2023091012,3197,1.6,6.27
2023091012,3197,1.7,6.36
2023091012,3197,1.8,6.47
2023091012,3197,1.9,6.55
2023091012,3197,2.0,6.59
2023091012,3197,2.1,6.59
2023091012,3197,2.2,6.65
2023091012,3516,0.0,0.3
2023091012,3516,0.1,0.8
2023091012,3516,0.2,0.98
2023091012,3516,0.3,1.3
2023091012,3516,0.4,1.66
2023091012,3516,0.5,2.33
2023091012,3516,0.6,2.81
2023091012,3516,0.7,3.32
2023091012,3516,0.8,3.79
2023091012,3516,0.9,4.22
2023091012,3516,1.0,4.66
2023091012,3516,1.1,4.97
2023091012,3516,1.2,4.96
2023091012,3516,1.3,4.98
2023091012,3516,1.4,4.85
2023091012,3516,1.5,4.82
2023091012,3516,1.6,4.56
2023091012,3516,1.7,4.13
2023091012,3516,1.8,3.75
2023091012,3516,1.9,3.15
2023091012,3516,2.0,2.73
2023091012,3516,2.1,2.34
2023091012,3516,2.2,1.93
2023091012,3516,2.3,1.6
2023091012,3541,0.0,0.7
2023091012,3541,0.1,0.84
2023091012,3541,0.2,0.99
2023091012,3541,0.3,1.18
2023091012,3541,0.4,1.48
2023091012,3541,0.5,1.67
2023091012,3541,0.6,1.84
2023091012,3541,0.7,2.05
2023091012,3541,0.8,2.38
2023091012,3541,0.9,2.52
2023091012,3541,1.0,2.54
2023091012,3541,1.1,2.54
2023091012,3541,1.2,2.64
2023091012,3541,1.3,2.74
2023091012,3541,1.4,2.83
2023091012,3541,1.5,2.98
2023091012,3541,1.6,3.2
2023091012,3541,1.7,3.43
2023091012,3541,1.8,3.62
2023091012,3541,1.9,3.89
2023091012,3541,2.0,4.09
2023091012,3541,2.1,4.22
2023091012,3541,2.2,4.24
2023091012,3541,2.3,4.24
2023091012,3541,2.4,4.23
2023091012,3541,2.5,4.34
2023091012,3541,2.6,4.51
2023091012,3541,2.7,4.56
2023091012,3541,2.8,4.69
2023091012,3663,0.0,0.28
2023091012,3663,0.1,0.26
2023091012,3663,0.2,0.22
2023091012,3663,0.3,0.2
2023091012,3663,0.4,0.26
2023091012,3663,0.5,0.41
2023091012,3663,0.6,0.75
2023091012,3663,0.7,1.14
2023091012,3663,0.8,1.61
2023091012,3663,0.9,2.0
2023091012,3663,1.0,2.49
2023091012,3663,1.1,2.96
2023091012,3663,1.2,3.42
2023091012,3663,1.3,3.75
2023091012,3663,1.4,4.07
2023091012,3663,1.5,4.47
2023091012,3663,1.6,4.92
2023091012,3663,1.7,5.22
2023091012,3663,1.8,5.48
2023091012,3663,1.9,5.71
2023091012,3663,2.0,5.9
2023091012,3663,2.1,6.05
2023091012,3663,2.2,6.15
2023091012,3663,2.3,6.17
2023091709,386,0.0,0.0
2023091709,386,0.1,0.0
2023091709,386,0.2,0.0
2023091709,386,0.3,0.0
2023091709,386,0.4,0.0
2023091709,386,0.5,0.0
2023091709,386,0.6,0.0
2023091709,386,0.7,0.1
2023091709,386,0.8,0.43
2023091709,386,0.9,0.97
2023091709,386,1.0,1.7
2023091709,386,1.1,2.22
2023091709,386,1.2,2.74
2023091709,386,1.3,3.22
2023091709,386,1.4,3.66
2023091709,386,1.5,4.04
2023091709,468,0.0,0.0
2023091709,468,0.1,0.0
2023091709,468,0.2,0.02
2023091709,468,0.3,0.13
2023091709,468,0.4,0.56
2023091709,468,0.5,1.06
2023091709,468,0.6,1.56
2023091709,468,0.7,2.04
2023091709,468,0.8,2.59
2023091709,468,0.9,3.06
2023091709,468,1.0,3.44
2023091709,468,1.1,3.76
2023091709,468,1.2,3.92
2023091709,468,1.3,3.98
2023091709,468,1.4,3.94
2023091709,468,1.5,3.66
2023091709,468,1.6,3.31
2023091709,468,1.7,2.66
2023091709,468,1.8,1.96
2023091709,468,1.9,1.39
2023091709,468,2.0,0.89
2023091709,468,2.1,1.02
2023091709,468,2.2,1.56
2023091709,468,2.3,2.2
2023091709,468,2.4,2.83
2023091709,468,2.5,3.35
2023091709,468,2.6,3.57
2023091709,468,2.7,3.79
2023091709,468,2.8,3.9
2023091709,468,2.9,3.94
2023091709,468,3.0,3.94
2023091709,468,3.1,3.89
2023091709,468,3.2,3.81
2023091709,468,3.3,3.72
2023091709,468,3.4,3.61
2023091709,468,3.5,3.56
2023091709,468,3.6,3.48
2023091709,468,3.7,3.43
2023091709,493,0.0,0.0
2023091709,493,0.1,0.0
2023091709,493,0.2,0.0
2023091709,493,0.3,0.04
2023091709,493,0.4,0.3
2023091709,493,0.5,0.72
2023091709,493,0.6,1.4
2023091709,493,0.7,2.01
2023091709,493,0.8,2.63
2023091709,493,0.9,3.16
2023091709,583,0.0,0.0
2023091709,583,0.1,0.0
2023091709,583,0.2,0.0
2023091709,583,0.3,0.0
2023091709,583,0.4,0.0
2023091709,583,0.5,0.02
2023091709,583,0.6,0.11
2023091709,583,0.7,0.25
2023091709,583,0.8,0.4
2023091709,583,0.9,0.65
2023091709,583,1.0,0.89
2023091709,583,1.1,1.15
2023091709,583,1.2,1.53
2023091709,583,1.3,1.9
2023091709,583,1.4,2.28
2023091709,583,1.5,2.71
2023091709,583,1.6,3.19
2023091709,583,1.7,3.53
2023091709,583,1.8,3.91
2023091709,583,1.9,4.24
2023091709,583,2.0,4.47
2023091709,583,2.1,4.69
2023091709,583,2.2,4.81
2023091709,583,2.3,4.89
2023091709,583,2.4,4.84
2023091709,583,2.5,4.75
2023091709,583,2.6,4.66
2023091709,583,2.7,4.48
2023091709,583,2.8,4.2
2023091709,583,2.9,3.89
2023091709,975,0.0,0.0
2023091709,975,0.1,0.0
2023091709,975,0.2,0.0
2023091709,975,0.3,0.0
2023091709,975,0.4,0.0
2023091709,975,0.5,0.03
2023091709,975,0.6,0.21
2023091709,975,0.7,0.63
2023091709,975,0.8,1.12
2023091709,975,0.9,1.76
2023091709,975,1.0,2.23
2023091709,975,1.1,2.75
2023091709,975,1.2,3.1
2023091709,975,1.3,3.23
2023091709,975,1.4,3.39
2023091709,975,1.5,3.4
2023091709,975,1.6,3.22
2023091709,975,1.7,2.96
2023091709,975,1.8,2.67
2023091709,975,1.9,2.56
2023091709,975,2.0,2.49
2023091709,975,2.1,2.38
2023091709,975,2.2,2.38
2023091709,998,0.0,0.0
2023091709,998,0.1,0.02
2023091709,998,0.2,0.09
2023091709,998,0.3,0.28
2023091709,998,0.4,0.51
2023091709,998,0.5,0.73
2023091709,998,0.6,0.97
2023091709,998,0.7,1.15
2023091709,998,0.8,1.37
2023091709,998,0.9,1.67
2023091709,998,1.0,1.81
2023091709,998,1.1,1.88
2023091709,998,1.2,1.93
2023091709,998,1.3,2.19
2023091709,998,1.4,2.49
2023091709,998,1.5,2.77
2023091709,998,1.6,3.05
2023091709,998,1.7,3.42
2023091709,998,1.8,3.74
2023091709,998,1.9,4.03
2023091709,998,2.0,4.24
2023091709,998,2.1,4.38
2023091709,998,2.2,4.44
2023091709,998,2.3,4.49
2023091709,998,2.4,4.52
2023091709,998,2.5,4.52
2023091709,1028,0.0,0.0
2023091709,1028,0.1,0.0
2023091709,1028,0.2,0.0
2023091709,1028,0.3,0.0
2023091709,1028,0.4,0.0
2023091709,1028,0.5,0.0
2023091709,1028,0.6,0.0
2023091709,1028,0.7,0.15
2023091709,1028,0.8,0.56
2023091709,1028,0.9,1.14
2023091709,1028,1.0,1.7
2023091709,1028,1.1,2.37
2023091709,1028,1.2,3.06
2023091709,1028,1.3,3.64
2023091709,1028,1.4,4.17
2023091709,1028,1.5,4.57
2023091709,1028,1.6,4.95
2023091709,1028,1.7,5.31
2023091709,1028,1.8,5.63
2023091709,1028,1.9,5.89
2023091709,1028,2.0,6.07
2023091709,1028,2.1,6.2
2023091709,1028,2.2,6.27
2023091709,1028,2.3,6.29
2023091709,1028,2.4,6.3
2023091709,1058,0.0,0.02
2023091709,1058,0.1,0.01
2023091709,1058,0.2,0.01
2023091709,1058,0.3,0.01
2023091709,1058,0.4,0.01
2023091709,1058,0.5,0.01
2023091709,1058,0.6,0.06
2023091709,1058,0.7,0.21
2023091709,1058,0.8,0.46
2023091709,1058,0.9,0.7
2023091709,1058,1.0,1.02
2023091709,1058,1.1,1.3
2023091709,1058,1.2,1.62
2023091709,1058,1.3,1.82
2023091709,1058,1.4,1.96
2023091709,1058,1.5,2.02
2023091709,1058,1.6,1.96
2023091709,1058,1.7,1.87
2023091709,1058,1.8,1.82
2023091709,1058,1.9,1.78
2023091709,1058,2.0,1.9
2023091709,1058,2.1,1.99
2023091709,1058,2.2,2.17
2023091709,1058,2.3,2.37
2023091709,1058,2.4,2.64
2023091709,1058,2.5,2.95
2023091709,1058,2.6,3.24
2023091709,1058,2.7,3.5
2023091709,1058,2.8,3.74
2023091709,1058,2.9,3.97
2023091709,1058,3.0,4.13
2023091709,1058,3.1,4.23
2023091709,1058,3.2,4.31
2023091709,1058,3.3,4.37
2023091709,1058,3.4,4.39
2023091709,1083,0.0,0.03
2023091709,1083,0.1,0.03
2023091709,1083,0.2,0.04
2023091709,1083,0.3,0.04
2023091709,1083,0.4,0.04
2023091709,1083,0.5,0.04
2023091709,1083,0.6,0.02
2023091709,1083,0.7,0.09
2023091709,1083,0.8,0.26
2023091709,1083,0.9,0.48
2023091709,1083,1.0,0.72
2023091709,1083,1.1,1.05
2023091709,1083,1.2,1.33
2023091709,1083,1.3,1.64
2023091709,1083,1.4,1.94
2023091709,1083,1.5,2.26
2023091709,1083,1.6,2.53
2023091709,1083,1.7,2.84
2023091709,1083,1.8,3.23
2023091709,1083,1.9,3.54
2023091709,1083,2.0,3.75
2023091709,1083,2.1,3.93
2023091709,1083,2.2,4.06
2023091709,1083,2.3,4.19
2023091709,1083,2.4,4.33
2023091709,1083,2.5,4.46
2023091709,1403,0.0,0.0
2023091709,1403,0.1,0.02
2023091709,1403,0.2,0.22
2023091709,1403,0.3,0.61
2023091709,1403,0.4,1.26
2023091709,1403,0.5,2.07
2023091709,1403,0.6,2.74
2023091709,1403,0.7,3.56
2023091709,1403,0.8,4.3
2023091709,1403,0.9,4.85
2023091709,1403,1.0,5.31
2023091709,1403,1.1,5.67
2023091709,1403,1.2,6.05
2023091709,1403,1.3,6.33
2023091709,1403,1.4,6.54
2023091709,1403,1.5,6.7
2023091709,1403,1.6,6.92
2023091709,1403,1.7,7.05
2023091709,1462,0.0,0.0
2023091709,1462,0.1,0.0
2023091709,1462,0.2,0.06
2023091709,1462,0.3,0.37
2023091709,1462,0.4,0.98
2023091709,1462,0.5,1.59
2023091709,1462,0.6,2.19
2023091709,1462,0.7,2.73
2023091709,1462,0.8,3.19
2023091709,1462,0.9,3.45
2023091709,1462,1.0,3.56
2023091709,1462,1.1,3.6
2023091709,1462,1.2,3.51
2023091709,1462,1.3,3.43
2023091709,1462,1.4,3.31
2023091709,1462,1.5,3.29
2023091709,1462,1.6,3.31
2023091709,1462,1.7,3.46
2023091709,1462,1.8,3.76
2023091709,1462,1.9,3.95
2023091709,1462,2.0,4.09
2023091709,1462,2.1,4.2
2023091709,1462,2.2,4.15
2023091709,1462,2.3,4.16
2023091709,1462,2.4,4.23
2023091709,1462,2.5,4.22
2023091709,1462,2.6,4.27
2023091709,1581,0.0,0.04
2023091709,1581,0.1,0.25
2023091709,1581,0.2,0.7
2023091709,1581,0.3,1.24
2023091709,1581,0.4,1.83
2023091709,1581,0.5,2.43
2023091709,1581,0.6,3.05
2023091709,1581,0.7,3.58
2023091709,1581,0.8,4.1
2023091709,1581,0.9,4.51
2023091709,1581,1.0,4.86
2023091709,1581,1.1,5.11
2023091709,1581,1.2,5.32
2023091709,1581,1.3,5.58
2023091709,1581,1.4,5.84
2023091709,1581,1.5,6.09
2023091709,1581,1.6,6.31
2023091709,1581,1.7,6.41
2023091709,1581,1.8,6.4
2023091709,1581,1.9,6.36
2023091709,1581,2.0,6.33
2023091709,1581,2.1,6.28
2023091709,1581,2.2,6.29
2023091709,1581,2.3,6.3
2023091709,1581,2.4,6.32
2023091709,1581,2.5,6.39
2023091709,1581,2.6,6.53
2023091709,2085,0.0,0.0
2023091709,2085,0.1,0.0
2023091709,2085,0.2,0.0
2023091709,2085,0.3,0.03
2023091709,2085,0.4,0.14
2023091709,2085,0.5,0.42
2023091709,2085,0.6,0.77
2023091709,2085,0.7,1.17
2023091709,2085,0.8,1.67
2023091709,2085,0.9,2.16
2023091709,2085,1.0,2.56
2023091709,2085,1.1,2.96
2023091709,2085,1.2,3.33
2023091709,2085,1.3,3.72
2023091709,2085,1.4,4.15
2023091709,2085,1.5,4.42
2023091709,2085,1.6,4.64
2023091709,2085,1.7,4.73
2023091709,2189,0.0,0.34
2023091709,2189,0.1,0.44
2023091709,2189,0.2,0.59
2023091709,2189,0.3,0.78
2023091709,2189,0.4,0.99
2023091709,2189,0.5,1.29
2023091709,2189,0.6,1.73
